,Dialogue,score,sentiment
46528,"- Joey, get out of the fridge.
",0.0,0.0
46529,"JOEY: All right, all right.
",0.2857142857142857,0.5357142857142857
46530,"- What is that?
",0.0,0.0
46531,"- For the ride.
",0.0,0.0
46532,"- Yeah, like in a cab you...
",0.0,0.0
46533,"- Save it.
",0.0,0.0
46534,"- Okay, hating this.
",0.5,0.5
46535,"- Monica, come on, now. Let's go.
",0.0,0.0
46536,"Baby coming. God.
",0.0,0.0
46537,"[CRYING]
",-0.2,0.6
46538,"I can't believe it. I'm gonna be an aunt.
",0.0,0.0
46539,"- Oh, that's...
",0.0,0.0
46540,"- I'm gonna have a nephew.
",0.0,0.0
46541,"Oh, that's nice. Get out.
",0.6,1.0
46542,"- Come on.
",0.0,0.0
46543,"- Let's go, come on.
",0.0,0.0
46544,"RACHEL:
",0.0,0.0
46545,"Okay. Okay.
",0.5,0.5
46546,"JOEY:
",0.0,0.0
46547,"All right, all right, I'm going, I'm going.
",0.2857142857142857,0.5357142857142857
46548,"- Here we go. Here we go.
",0.0,0.0
46549,"- Rossy. Rossy.
",0.0,0.0
46550,"[ALL CHATTERING]
",0.0,0.0
46551,"WOMAN [OVER PA]:
",0.0,0.0
46552,"Dr. Johnson, you have a call on line 7.
",0.0,0.0
46553,"She's not here yet.
",0.0,0.0
46554,"She's having my baby and she's not here.
",0.0,0.0
46555,"- Everything's fine. Has her water broken?
",0.008333333333333331,0.45
46556,"- I don't know.
",0.0,0.0
46557,"But when I spoke to her, she said
",0.0,0.0
46558,"she'd already passed the mucus plug.
",0.0,0.0
46559,"[GROANS]
",0.0,0.0
46560,"Do we have to know about that?
",0.0,0.0
46561,"What are you gonna do
",0.0,0.0
46562,"when you have a baby?
",0.0,0.0
46563,"I'm gonna be in the waiting room,
",0.0,0.0
46564,"handing out cigars.
",0.0,0.0
46565,"Yes, Joey's made arrangements
",0.0,0.0
46566,"to have his baby in a movie from the '50s.
",0.0,0.0
46567,"Aah, I don't believe this. I mean,
",-0.3125,0.6875
46568,"she could be giving birth in the cab.
",0.0,0.0
46569,"Oh, Ross, relax.
",0.0,0.0
46570,"It's only like $2 for the first contraction...
",0.125,0.6666666666666666
46571,"...and then 50 cents
",0.0,0.0
46572,"each additional contraction.
",0.0,0.0
46573,"What, it's okay when Chandler does it?
",0.5,0.5
46574,"You have to pick your moments.
",0.0,0.0
46575,"- Hi. Did I miss it? Did I miss it?
",0.0,0.0
46576,"- No, she's not even here yet.
",0.0,0.0
46577,"- Oh.
",0.0,0.0
46578,"MONICA: What's with the guitar?
",0.0,0.0
46579,"I just thought we might be here for a while,
",0.0,0.0
46580,"so, you know, things might get musical.
",0.0,0.0
46581,"[ROSS SHOUTS]
",0.0,0.0
46582,"ROSS: Hey, where the hell have you been?
",0.0,0.0
46583,"- We stopped at the gift shop.
",0.0,0.0
46584,"I was looking at stuffed animals,
",0.0,0.0
46585,"and Susan wanted a Chunky.
",0.0,0.0
46586,"Susan wanted a... You're having a baby.
",0.0,0.0
46587,"A baby. You don't stop for Chunkys.
",0.0,0.0
46588,"- I used to have that bumper sticker.
",0.0,0.0
46589,"- Ha, ha.
",0.0,0.0
46590,"You see what I mean?
",-0.3125,0.6875
46591,"- ""Stopped for a Chunky.""
",0.0,0.0
46592,"- Let it go, Ross.
",0.0,0.0
46593,"I got an extra one. You want this?
",0.0,0.1
46594,"No.
",0.0,0.0
46595,"Hey, how's my favorite
",0.5,1.0
46596,"parenting team doing?
",0.0,0.0
46597,"Dr. Franzblau. Hi.
",0.0,0.0
46598,"So I understand you're thinking
",0.0,0.0
46599,"of having a baby.
",0.0,0.0
46600,"Wow.
",0.1,1.0
46601,"I see you're nine months pregnant.
",0.3333333333333333,0.5
46602,"That's a good start.
",0.7,0.6000000000000001
46603,"[CAROL CHUCKLES]
",0.0,0.0
46604,"- How you doing with your contractions?
",0.0,0.0
46605,"- Oh, I love them.
",0.5,0.6
46606,"Each one's like a little party in my uterus.
",-0.1875,0.5
46607,"Ha, ha. They're every four minutes
",0.0,0.0
46608,"and last 55 seconds.
",0.0,0.06666666666666667
46609,"Fifty-nine seconds. Quartz. Ha.
",0.0,0.0
46610,"Swiss quartz. Ha, ha.
",0.0,0.0
46611,"- Am I allowed to drink anything?
",0.0,0.0
46612,"- Ice chips, just ice chips.
",0.0,0.0
46613,"- They're at the nurses' station.
",0.0,0.0
46614,"- I'll get them.
",0.0,0.0
46615,"SUSAN: No, I'm getting it. Be right back.
",0.14285714285714285,0.26785714285714285
46616,"- No, I got it. I'm getting it.
",0.0,0.0
46617,"Hi. Thought you might like
",0.0,0.0
46618,"some ice chips.
",0.0,0.0
46619,"CAROL:
",0.0,0.0
46620,"Thanks.
",0.2,0.2
46621,"And if you need anything else, I...
",0.0,0.0
46622,"...do not believe we have met. Hi.
",0.0,0.0
46623,"I'm Rachel Green.
",-0.2,0.3
46624,"I'm Carol's ex-husband's
",0.0,0.0
46625,"sister's roommate. Ha, ha.
",0.0,0.0
46626,"It's nice to meet you. I'm Dr. Franzblau.
",0.6,1.0
46627,"I'm your roommate's brother's
",0.0,0.0
46628,"ex-wife's obstetrician.
",0.0,0.0
46629,"[LAUGHS]
",0.0,0.0
46630,"Oh, that's funny.
",0.25,1.0
46631,"I want a baby.
",0.0,0.0
46632,"Hmm. Not tonight, honey.
",0.0,0.0
46633,"I got an early day tomorrow.
",0.1,0.3
46634,"Get up. Come on, let's get some coffee.
",0.0,0.0
46635,"Oh, okay, because we never do that.
",0.5,0.5
46636,"Shoot, shoot, shoot.
",0.0,0.0
46637,"Or just fall down. That's good too.
",0.2722222222222222,0.44444444444444453
46638,"LYDIA: Knick fan?
",0.0,0.0
46639,"JOEY: Oh, yeah.
",0.0,0.0
46640,"- Oh, boy, do they suck.
",0.0,0.0
46641,"- Hey, listen, lady, I...
",0.0,0.0
46642,"Whoa.
",0.0,0.0
46643,"Look. Look at your man Ewing.
",0.0,0.0
46644,"Nice shot.
",0.6,1.0
46645,"You know, he couldn't hit water
",0.0,0.0
46646,"if he was standing on a boat.
",0.0,0.0
46647,"Oh, yeah? And who do you like?
",0.0,0.0
46648,"- Celtics.
",0.0,0.0
46649,"- Celtics? Ha!
",0.0,0.0
46650,"They couldn't hit a boat if... Wait.
",0.0,0.0
46651,"They suck, all right?
",0.2857142857142857,0.5357142857142857
46652,"Shut up.
",0.0,0.0
46653,"You know, it's a rebuilding year. You...
",0.0,0.0
46654,"- Aah! Aah!
",0.0,0.0
46655,"- Oh. Aah.
",0.0,0.0
46656,"Uh, let me get the father. Hey!
",0.0,0.0
46657,"We need a father over here!
",0.0,0.0
46658,"We need a father!
",0.0,0.0
46659,"There's no father.
",0.0,0.0
46660,"Oh. Oh.
",0.0,0.0
46661,"Oh, sorry.
",-0.5,1.0
46662,"Oh, that's okay. I'm fine. I'm...
",0.45833333333333337,0.5
46663,"- Oh!
",0.0,0.0
46664,"- Oh, uh...
",0.0,0.0
46665,"Okay. All right. Uh, right this way.
",0.35714285714285715,0.5238095238095237
46666,"All the other pregnant women
",0.10416666666666666,0.4375
46667,"seem to be going in here.
",0.0,0.0
46668,"Okay.
",0.5,0.5
46669,"[PLAYING FOLK MUSIC]
",0.0,0.0
46670,"[SINGING] They're tiny and chubby
",0.0,0.5
46671,"And so sweet to touch
",0.35,0.65
46672,"But soon they'll grow up
",0.0,0.0
46673,"And resent you so much
",0.2,0.2
46674,"Now they're yelling at you
",0.0,0.0
46675,"And you don't know why
",0.0,0.0
46676,"And you cry and you cry and you cry
",0.0,0.0
46677,"- Thanks, Ross.
",0.2,0.2
46678,"- Yeah. I'm paying you to stop.
",0.0,0.0
46679,"Okay.
",0.5,0.5
46680,"Oh, look, twins. Hi, guys. Oh, cute, cute.
",0.5,1.0
46681,"No fair. I don't even have one.
",-0.35,0.9
46682,"How come they get two?
",0.0,0.0
46683,"- You'll get one.
",0.0,0.0
46684,"- Oh, yeah? When?
",0.0,0.0
46685,"CHANDLER:
",0.0,0.0
46686,"I'll tell you what.
",0.0,0.0
46687,"When we're 40,
",0.0,0.0
46688,"if neither of us are married...
",0.25,0.25
46689,"...what do you say you and I have one?
",0.0,0.0
46690,"Why won't I be married when I'm 40?
",0.25,0.25
46691,"Oh, no, no, no.
",0.0,0.0
46692,"I just meant hypothetically.
",0.0,0.0
46693,"Okay, hypothetically,
",0.5,0.5
46694,"why won't I be married when I'm 40?
",0.25,0.25
46695,"- No, no, no.
",0.0,0.0
46696,"- No, no, what is it? Seriously.
",-0.3333333333333333,0.6666666666666666
46697,"Is there something
",0.0,0.0
46698,"fundamentally unmarriable about me?
",0.0,0.0
46699,"- Uh... Uh...
",0.0,0.0
46700,"- Well?
",0.0,0.0
46701,"Dear God. This parachute is a knapsack.
",0.0,0.0
46702,"- Hey.
",0.0,0.0
46703,"- Hey. Ooh.
",0.0,0.0
46704,"- Look at you, dressy-dress.
",0.0,0.0
46705,"- Yeah.
",0.0,0.0
46706,"Did you go home and change?
",0.0,0.0
46707,"Yeah, well, it's an important day.
",0.4,1.0
46708,"I wanna look nice.
",0.6,1.0
46709,"Um, has Dr. Franzblau been by?
",0.0,0.0
46710,"No, I haven't seen him.
",0.0,0.0
46711,"Well, where is he?
",0.0,0.0
46712,"He is supposed to be here.
",0.0,0.0
46713,"What if the baby needs him?
",0.0,0.0
46714,"Rachel, what is the deal
",0.0,0.0
46715,"with you and doctors?
",0.0,0.0
46716,"- Is, like, your father a doctor?
",0.0,0.0
46717,"- Yeah. Why?
",0.0,0.0
46718,"No reason.
",0.0,0.0
46719,"Mom, we've been through this.
",0.0,0.0
46720,"No, I am not calling him.
",0.0,0.0
46721,"I don't care if it is his kid.
",0.0,0.0
46722,"The guy's a jerk.
",0.0,0.0
46723,"No, I am not alone. Joey's here.
",0.0,0.0
46724,"What do you mean, ""Joey who?""
",-0.3125,0.6875
46725,"[MOUTHS]
",0.0,0.0
46726,"Joey who?
",0.0,0.0
46727,"- Tribbiani.
",0.0,0.0
46728,"- Joey Tribbiani.
",0.0,0.0
46729,"Yes. Okay. Hold on.
",0.5,0.5
46730,"- She wants to talk to you.
",0.2,0.1
46731,"- No.
",0.0,0.0
46732,"Take the phone.
",0.0,0.0
46733,"Hi. Yeah, it's me.
",0.0,0.0
46734,"[JOEY CHUCKLES]
",0.0,0.0
46735,"Oh, no, no, no. We're just friends. Yeah.
",0.0,0.0
46736,"Yeah, I'm single.
",-0.07142857142857142,0.21428571428571427
46737,"Twenty-five.
",0.0,0.0
46738,"An actor.
",0.0,0.0
46739,"Hello?
",0.0,0.0
46740,"- She's not much of a phone person.
",-0.1,0.2
46741,"- Yeah.
",0.0,0.0
46742,"So, uh, what's the deal
",0.0,0.0
46743,"with this father guy?
",0.0,0.0
46744,"I mean, if someone was having my baby
",-0.3125,0.6875
46745,"somewhere, I'd wanna know about it.
",0.0,0.0
46746,"Hey, Knick fan, am I interested
",0.25,0.5
46747,"in your views on fatherhood? Um, no.
",0.0,0.0
46748,"Okay. Uh, look, maybe I should just go.
",0.5,0.5
46749,"- Maybe you should.
",0.0,0.0
46750,"- Good luck.
",0.7,0.6000000000000001
46751,"And, uh, take care, huh?
",0.0,0.0
46752,"Know what the Celtics' problem is?
",0.0,0.0
46753,"They let the players run the team.
",0.0,0.0
46754,"Oh, that is so not true.
",-0.175,0.65
46755,"- Oh, it is. It is.
",0.0,0.0
46756,"- It isn't. Isn't.
",0.0,0.0
46757,"- Breathe. Breathe. Breathe.
",0.0,0.0
46758,"- Breathe. Breathe. Breathe.
",0.0,0.0
46759,"You're gonna kill me!
",0.0,0.0
46760,"- Fifteen more seconds. Fourteen, 13, 12...
",0.5,0.5
46761,"- Count faster.
",0.0,0.0
46762,"It's gonna be okay. We're doing it for Jordy.
",0.5,0.5
46763,"Keep focusing on Jordy.
",0.0,0.0
46764,"Who the hell is Jordy?
",0.0,0.0
46765,"- Your son.
",0.0,0.0
46766,"- Whoa, whoa whoa.
",0.0,0.0
46767,"I don't have a son named Jordy.
",0.0,0.0
46768,"We all agreed, my son's name is Jamie.
",0.0,0.0
46769,"Well, Jamie was the name
",0.0,0.0
46770,"of Susan's first girlfriend...
",0.25,0.3333333333333333
46771,"...so we went back to Jordy.
",0.0,0.0
46772,"Whoa, whoa, whoa.
",0.0,0.0
46773,"What do you mean, ""back to Jordy""?
",-0.15625,0.34375
46774,"We never landed on Jordy.
",0.0,0.0
46775,"We just passed by it
",0.0,0.0
46776,"during the whole Jesse/Cody/Dillon fiasco.
",0.2,0.4
46777,"Ow, ow, ow!
",0.0,0.0
46778,"- What? What? What?
",0.0,0.0
46779,"- Leg cramp, leg cramp.
",0.0,0.0
46780,"ROSS: I got it. I got it.
",0.0,0.0
46781,"- I got it. I'm doing it.
",0.0,0.0
46782,"You get to sleep with her.
",0.0,0.0
46783,"I get the cramps.
",0.0,0.0
46784,"No, you don't.
",0.0,0.0
46785,"- That is it. I want both of you out.
",0.0,0.0
46786,"- What?
",0.0,0.0
46787,"- She started it.
",0.0,0.0
46788,"- He started it.
",0.0,0.0
46789,"I don't care.
",0.0,0.0
46790,"I'm trying to get a person
",0.0,0.0
46791,"out of my body here...
",0.0,0.0
46792,"...and you're not making it any easier.
",0.0,0.0
46793,"Now go!
",0.0,0.0
46794,"- Thanks a lot.
",0.2,0.2
46795,"- See what you did?
",0.0,0.0
46796,"- Yeah. Listen...
",0.0,0.0
46797,"- Out.
",0.0,0.0
46798,"Breathe. Breathe. Breathe.
",0.0,0.0
46799,"Oh, no.
",0.0,0.0
46800,"Ew.
",0.0,0.0
46801,"What is that? Something exploded.
",0.0,0.0
46802,"It's just her water breaking.
",0.0,0.0
46803,"Calm down, will you?
",0.07222222222222223,0.5194444444444445
46804,"Water breaking? What do you mean?
",-0.3125,0.6875
46805,"What's that, water breaking?
",0.0,0.0
46806,"Breathe. Breathe. Breathe.
",0.0,0.0
46807,"- Oh, please. This is so your fault.
",0.0,0.0
46808,"- How? How is this my fault?
",0.0,0.0
46809,"Look, Carol never threw me out of a room
",0.0,0.0
46810,"before you came along.
",0.0,0.0
46811,"Well, there's a lot of things Carol never did
",0.0,0.0
46812,"before I came along.
",0.0,0.0
46813,"- Are you trying to be clever?
",0.16666666666666666,0.8333333333333334
46814,"- You are so threatened by me.
",0.0,0.0
46815,"- Everything I say is a problem.
",0.0,0.0
46816,"PHOEBE: Hey, hey, hey. Okay. All right.
",0.39285714285714285,0.5178571428571428
46817,"That's it. Get in here. Come on.
",0.0,0.0
46818,"My God, you guys. I don't believe you.
",0.0,0.0
46819,"There are children coming into the world
",0.0,0.0
46820,"in this very building...
",0.2,0.3
46821,"...and your fighting noises are not
",0.0,0.0
46822,"the first thing they should be hearing.
",0.25,0.3333333333333333
46823,"So just stop all the yelling! Just stop it!
",0.0,0.0
46824,"Yeah, Susan.
",0.0,0.0
46825,"Don't make me do this again!
",0.0,0.0
46826,"I don't like my voice like this!
",0.0,0.0
46827,"Okay, who wants to hear
",0.35,0.3
46828,"something ironic?
",0.2,0.9
46829,"PHOEBE & SUSAN:
",0.0,0.0
46830,"Help!
",0.0,0.0
46831,"ROSS: Come on!
",0.0,0.0
46832,"PHOEBE & SUSAN: Help!
",0.0,0.0
46833,"ROSS: I'm having a baby in there!
",0.0,0.0
46834,"SUSAN: Hello?
",0.0,0.0
46835,"- Help!
",0.0,0.0
46836,"ROSS: Okay, everyone stand back.
",0.25,0.25
46837,"Ow.
",0.0,0.0
46838,"Are they here yet?
",0.0,0.0
46839,"No, honey, but don't worry,
",0.0,0.0
46840,"we're gonna find them.
",0.0,0.0
46841,"And until we do,
",0.0,0.0
46842,"we are all here for you, okay?
",0.5,0.5
46843,"- Okay. Okay.
",0.5,0.5
46844,"RACHEL: Okay?
",0.5,0.5
46845,"Anyway, you were telling me about Paris.
",0.0,0.0
46846,"It sounds wonderful.
",1.0,1.0
46847,"It really was. There was this
",0.2,0.2
46848,"great little pastry shop right by my hotel...
",0.2994047619047619,0.5952380952380952
46849,"[CAROL YELLING]
",0.0,0.0
46850,"There you go, dear. You...
",0.0,0.0
46851,"Come on, Lydia, you can do it. Push.
",0.0,0.0
46852,"Push him out, push him out.
",0.0,0.0
46853,"Harder, harder.
",-0.1,0.0
46854,"Push him out, push him out. Way out.
",0.0,0.0
46855,"Let's get that ball and really move.
",0.2,0.2
46856,"Hey, hey. Ho, ho.
",0.0,0.0
46857,"Let's get...
",0.0,0.0
46858,"I was just... Yeah, okay.
",0.5,0.5
46859,"Push, push, push.
",0.0,0.0
46860,"What are you gonna do,
",0.0,0.0
46861,"suck the door open?
",0.0,0.5
46862,"- Help! Help! Help!
",0.0,0.0
46863,"- Help!
",0.0,0.0
46864,"[SINGING] And they found their bodies
",0.0,0.0
46865,"The very next day
",0.0,0.0
46866,"And they found their bodies
",0.0,0.0
46867,"The very next...
",0.0,0.0
46868,"La, la, la, la, la, la
",0.0,0.0
46869,"ROSS & SUSAN:
",0.0,0.0
46870,"Help!
",0.0,0.0
46871,"No, Mom, everything's going fine, really.
",0.30833333333333335,0.35
46872,"Yeah, Ross is great. He's, uh...
",0.8,0.75
46873,"He's in a whole other place. Yeah.
",0.037500000000000006,0.3875
46874,"No, he's gone.
",0.0,0.0
46875,"No, no, you don't have to fly back.
",0.4,0.45
46876,"Really.
",0.2,0.2
46877,"What do you mean,
",-0.3125,0.6875
46878,"this might be your only chance?
",0.0,1.0
46879,"Oh. Would you stop? I'm only 26.
",0.0,1.0
46880,"I'm not even thinking about babies yet.
",0.0,0.0
46881,"[BABY COOING]
",0.0,0.0
46882,"[SOBBING]
",0.0,0.0
46883,"[CHANDLER MIMICS
",0.0,0.0
46884,"STATIC CRACKLING]
",0.5,0.9
46885,"- Where have you been?
",0.0,0.0
46886,"JOEY: Oh, I just had a baby.
",0.0,0.0
46887,"Mazel tov.
",0.0,0.0
46888,"I don't know.
",0.0,0.0
46889,"It could be an hour, it could be three.
",0.0,0.0
46890,"But relax, she's doing great.
",0.8,0.75
46891,"So, uh, tell me,
",0.0,0.0
46892,"are you currently involved with anyone?
",0.0,0.4
46893,"No. No, not at...
",0.0,0.0
46894,"At the moment, no, I'm not, no.
",0.0,0.0
46895,"- Are you?
",0.0,0.0
46896,"- No, no.
",0.0,0.0
46897,"It's hard enough to get women
",-0.14583333333333334,0.5208333333333333
46898,"to go out with me.
",0.0,0.0
46899,"Heh. Right, yeah,
",0.2857142857142857,0.5357142857142857
46900,"I've heard that about cute doctors.
",0.5,1.0
46901,"No, no, really.
",-0.1,0.2
46902,"I suppose it's because
",0.0,0.0
46903,"I spend so much time, you know...
",0.2,0.2
46904,"...where I do.
",0.0,0.0
46905,"- Oh.
",0.0,0.0
46906,"- Mm.
",0.0,0.0
46907,"I try not to let work affect my personal life,
",0.0,0.3
46908,"but it's hard when you do...
",-0.2916666666666667,0.5416666666666666
46909,"...what I do. It's like, uh...
",0.0,0.0
46910,"Well, for instance, what do you do?
",0.0,0.0
46911,"- I'm a waitress.
",0.0,0.0
46912,"- Okay, all right.
",0.39285714285714285,0.5178571428571428
46913,"Well, aren't there times when you come
",0.0,0.0
46914,"home at the end of the day...
",0.0,0.0
46915,"...and you're just like,
",0.0,0.0
46916,"""If I see one more cup of coffee...""
",0.5,0.5
46917,"Ahem. Yeah. Gotcha.
",0.0,0.0
46918,"- I'm gonna check up on your friend.
",0.0,0.0
46919,"- Okay, that's fine.
",0.45833333333333337,0.5
46920,"- So how did you know I was even here?
",0.0,0.0
46921,"ROY: Your mom called me.
",0.0,0.0
46922,"So is this her?
",0.0,0.0
46923,"No, this is a loaner.
",0.0,0.0
46924,"Listen, I'm sorry you had to do this
",-0.5,1.0
46925,"by yourself.
",0.0,0.0
46926,"Oh. I wasn't by myself.
",0.0,0.0
46927,"I had a doctor, a nurse and a helper guy.
",0.0,0.0
46928,"So did you see who won the game?
",-0.4,0.4
46929,"Yeah, Knicks by 10. They suck.
",0.0,0.0
46930,"Eh, they're not so bad.
",-0.6999999999999998,0.6666666666666666
46931,"ROSS:
",0.0,0.0
46932,"Come on. Come on.
",0.0,0.0
46933,"Damn it, damn it, damn it.
",0.0,0.0
46934,"This is all your fault.
",0.0,0.0
46935,"This is supposed to be, like,
",0.0,0.0
46936,"the greatest day of my life.
",1.0,1.0
46937,"My son is being born,
",0.0,0.0
46938,"and I should be in there, you know?
",0.0,0.0
46939,"Instead I'm stuck in a closet with you.
",0.0,0.0
46940,"I've been waiting for this
",0.0,0.0
46941,"just as much as you have.
",0.2,0.2
46942,"Believe me, no one has been waiting
",0.0,0.0
46943,"for this as much as I have, okay?
",0.35,0.35
46944,"And you know what the funny thing is?
",0.25,1.0
46945,"When this day is over,
",0.0,0.0
46946,"you get to go home with the baby.
",0.0,0.0
46947,"- Where does that leave me?
",0.0,0.0
46948,"- You get to be the father.
",0.0,0.0
46949,"Everyone knows who you are. Who am I?
",0.0,0.0
46950,"There's Father's Day. There's Mother's Day.
",0.0,0.0
46951,"There's no Lesbian Lover Day.
",0.0,0.0
46952,"Every day is Lesbian Lover Day.
",0.0,0.0
46953,"This is so great.
",0.8,0.75
46954,"You wanna explain that?
",0.0,0.0
46955,"I mean, well, because when I was
",-0.3125,0.6875
46956,"growing up, you know, my dad left...
",0.0,0.0
46957,"...and my mother died,
",0.0,0.0
46958,"and my stepfather went to jail.
",-0.1,0.0
46959,"So I barely had enough pieces of parents
",0.025,0.3
46960,"to make one whole one.
",0.2,0.4
46961,"And here's this little baby
",-0.1875,0.5
46962,"who has like three whole parents...
",0.2,0.4
46963,"...who care about it so much that they fight
",0.2,0.2
46964,"over who gets to love it the most...
",0.5,0.55
46965,"...and it's not even born yet.
",0.0,0.0
46966,"It's just the luckiest baby
",0.0,0.0
46967,"in the whole world.
",0.2,0.4
46968,"I'm sorry. You were fighting.
",-0.5,1.0
46969,"Where are they?
",0.0,0.0
46970,"- I'm sure they'll be here soon.
",0.5,0.8888888888888888
46971,"- They wouldn't miss this.
",0.0,0.0
46972,"Relax. You're only at nine centimeters,
",0.0,1.0
46973,"and the baby's at zero station.
",0.0,0.0
46974,"Okay, you are really frightening me.
",0.0,0.75
46975,"[CAROL SCREAMS]
",0.0,0.0
46976,"Somebody wanna help me?
",0.0,0.0
46977,"Trying to rip out my heart.
",0.0,0.0
46978,"Uh... Oh, that's great.
",0.8,0.75
46979,"Anybody seen a nipple?
",0.0,0.0
46980,"All right. Ten centimeters. Here we go.
",0.14285714285714285,0.26785714285714285
46981,"- All right, honey, time to start pushing.
",0.2857142857142857,0.5357142857142857
46982,"- But they're not here yet.
",0.0,0.0
46983,"Sorry, I can't tell the baby
",-0.5,1.0
46984,"to wait for them.
",0.0,0.0
46985,"Oh, God.
",0.0,0.0
46986,"[ROSS GRUNTS]
",0.0,0.0
46987,"Okay, got the vent open.
",0.25,0.5
46988,"Hi, I'm Ben.
",0.0,0.0
46989,"[CHUCKLES]
",0.0,0.0
46990,"I'm hospital worker Ben.
",0.0,0.0
46991,"It's Ben to the rescue.
",0.0,0.0
46992,"- [SINGING] La, la, la
",0.0,0.0
46993,"- Okay, okay, okay.
",0.5,0.5
46994,"- Ben, you ready?
",0.2,0.5
46995,"- Yeah.
",0.0,0.0
46996,"- All right, give me your foot.
",0.2857142857142857,0.5357142857142857
46997,"- Okay.
",0.5,0.5
46998,"- Okay, on three, Ben. One, two, three. Unh.
",0.5,0.5
46999,"PHOEBE: Ooh.
",0.0,0.0
47000,"- Come on, Ben. Okay. That's it, Ben.
",0.5,0.5
47001,"PHOEBE: Okay. Uh-huh.
",0.5,0.5
47002,"SUSAN:
",0.0,0.0
47003,"What do you see?
",0.0,0.0
47004,"PHOEBE: Well, Susan,
",0.0,0.0
47005,"I see what appears to be a dark vent.
",-0.15,0.4
47006,"Wait.
",0.0,0.0
47007,"Yes, it is, in fact, a dark vent.
",-0.15,0.4
47008,"[ROSS & SUSAN GASPING]
",0.0,0.0
47009,"Pheebs, it's open! It's open!
",0.0,0.5
47010,"Wait! You forgot your legs!
",0.0,0.0
47011,"ALL: Push. Push.
",0.0,0.0
47012,"- We're here!
",0.0,0.0
47013,"[ALL SHOUTING INDISTINCTLY]
",0.0,0.0
47014,"ROSS: We're here.
",0.0,0.0
47015,"- Where have you been?!
",0.0,0.0
47016,"Long story, honey.
",-0.05,0.4
47017,"FRANZBLAU:
",0.0,0.0
47018,"All right, Carol, I need you to keep pushing.
",0.2857142857142857,0.5357142857142857
47019,"I need... Excuse me, can I have this?
",-0.05,0.05
47020,"Oh, sorry.
",-0.5,1.0
47021,"All right, all right.
",0.2857142857142857,0.5357142857142857
47022,"There's too many people in this room.
",0.5,0.5
47023,"There's about to be one more.
",0.5,0.5
47024,"So anybody who's not an ex-husband
",0.0,0.0
47025,"or a lesbian life partner, out you go.
",0.0,0.0
47026,"- Come on, out.
",0.0,0.0
47027,"RACHEL: Okay, good luck.
",0.6,0.55
47028,"- Bye, bye, bye.
",0.0,0.0
47029,"- Good luck, you guys, good luck.
",0.7,0.6000000000000001
47030,"Let me ask you, do you have to be
",0.0,0.0
47031,"Carol's lesbian life partner?
",0.0,0.0
47032,"NURSE:
",0.0,0.0
47033,"Out.
",0.0,0.0
47034,"FRANZBLAU: All right.
",0.2857142857142857,0.5357142857142857
47035,"All right, he's crowning. Here he comes.
",0.2857142857142857,0.5357142857142857
47036,"Let me see. I gotta see, I gotta see.
",0.0,0.0
47037,"Oh... Oh.
",0.0,0.0
47038,"Oh! A head.
",0.0,0.0
47039,"Oh. It's huge.
",0.4000000000000001,0.9
47040,"Carol, how are you doing this?
",0.0,0.0
47041,"Not helping.
",0.0,0.0
47042,"FRANZBLAU:
",0.0,0.0
47043,"You're doing great. You're doing fine.
",0.6083333333333334,0.625
47044,"- Hello?
",0.0,0.0
47045,"- Oh, sorry.
",-0.5,1.0
47046,"What do you see? What do you see?
",0.0,0.0
47047,"We got a head, we got shoulders,
",0.0,0.0
47048,"we got arms, we got...
",0.0,0.0
47049,"Oh, look at the little... The fingers.
",-0.1875,0.5
47050,"Oh, a chest and a stomach...
",0.0,0.0
47051,"...and it's a boy, definitely a boy.
",0.0,0.5
47052,"All right. Okay, legs, knees and feet.
",0.39285714285714285,0.5178571428571428
47053,"Oh, oh.
",0.0,0.0
47054,"[GASPING]
",0.0,0.0
47055,"He's here. He's...
",0.0,0.0
47056,"He's a person.
",0.0,0.0
47057,"Oh!
",0.0,0.0
47058,"- Look at that.
",0.0,0.0
47059,"- What does he look like?
",0.0,0.0
47060,"Kind of like my Uncle Ed,
",0.6,0.9
47061,"covered in Jell-O.
",0.0,0.0
47062,"Really?
",0.2,0.2
47063,"PHOEBE [FROM ABOVE]:
",0.0,0.1
47064,"You guys, he's beautiful.
",0.85,1.0
47065,"Aw, thanks, Pheebs.
",0.2,0.2
47066,"No shouting,
",0.0,0.0
47067,"but we still need a name for this little guy.
",-0.1875,0.5
47068,"How about Ben?
",0.0,0.0
47069,"I like Ben.
",0.0,0.0
47070,"Ben.
",0.0,0.0
47071,"[BEN COOS]
",0.0,0.0
47072,"- Ha, ha. Ben's good.
",0.7,0.6000000000000001
47073,"- Yeah?
",0.0,0.0
47074,"How come you never
",0.0,0.0
47075,"mentioned Ben before?
",0.0,0.0
47076,"- We, uh, just cooked it up.
",0.0,0.0
47077,"SUSAN: Ha, ha.
",0.0,0.0
47078,"That's what we were off doing.
",0.0,0.0
47079,"- Hi.
",0.0,0.0
47080,"- Hey.
",0.0,0.0
47081,"- Can we come in?
",0.0,0.0
47082,"- Yeah, come in. Come in.
",0.0,0.0
47083,"[RACHEL GASPS]
",0.0,0.0
47084,"[BEN CRYING]
",-0.2,0.6
47085,"I know. I know.
",0.0,0.0
47086,"Everybody,
",0.0,0.0
47087,"there's someone I'd like you to meet.
",0.0,0.0
