,Dialogue,preprocess_txt,total_len,pos_count,neg_count,sentiment
39962,"...see if it was right.
","['see', 'right']",2,1,0,0.5
39963,"Oh, my God. Phoebe. Don't look now,
","['oh', 'god', 'phoebe', 'look']",4,0,0,0.0
39964,"but, behind you there's a guy...
","['behind', 'guy']",2,0,0,0.0
39965,"...who has the potential to break our hearts
","['potential', 'break', 'heart']",3,0,1,-0.33
39966,"and plunge us into depression.
","['plunge', 'u', 'depression']",3,0,1,-0.33
39967,"Where?
",[],0,0,0,
39968,"Ooh, come to Mama.
","['ooh', 'come', 'mama']",3,0,0,0.0
39969,"Okay, he's coming.
","['okay', 'coming']",2,0,0,0.0
39970,"Be cool. Be cool. Be cool.
","['cool', 'cool', 'cool']",3,3,0,1.0
39971,"- Nice hat.
","['nice', 'hat']",2,1,0,0.5
39972,"BOTH: Thanks.
",['thanks'],1,0,0,0.0
39973,"- We should do something. Whistle.
","['something', 'whistle']",2,0,0,0.0
39974,"- We're not gonna whistle.
","['gon', 'na', 'whistle']",3,0,0,0.0
39975,"- Yeah, come on, do it.
","['yeah', 'come']",2,0,0,0.0
39976,"- No.
",[],0,0,0,
39977,"- Do it. Do it. Do it.
",[],0,0,0,
39978,"- Woo-hoo!
","['woo', 'hoo']",2,1,0,0.5
39979,"[AMBULANCE SIRENS WAILING]
","['ambulance', 'siren', 'wailing']",3,0,0,0.0
39980,"[TIRES SQUEALING THEN THUD]
","['tire', 'squealing', 'thud']",3,0,1,-0.33
39981,"I can't believe you did that.
",['believe'],1,0,0,0.0
39982,"MONICA:
",['monica'],1,0,0,0.0
39983,"Why did I woo-hoo?
","['woo', 'hoo']",2,1,0,0.5
39984,"I mean, what was I hoping?
","['mean', 'hoping']",2,1,1,0.0
39985,"He'd turn around and say:
","['turn', 'around', 'say']",3,0,0,0.0
39986,"""Ooh, I love that sound.
","['ooh', 'love', 'sound']",3,1,0,0.33
39987,"I must have you now""?
",['must'],1,0,0,0.0
39988,"I just wish there was something
","['wish', 'something']",2,0,0,0.0
39989,"we could do.
",['could'],1,0,0,0.0
39990,"[EKG BEEPING]
","['ekg', 'beeping']",2,0,0,0.0
39991,"Hello. Hello, coma guy.
","['hello', 'hello', 'coma', 'guy']",4,0,0,0.0
39992,"Get up, you Girl Scout! Up, up, up!
","['get', 'girl', 'scout']",3,0,0,0.0
39993,"- Phoebe, what are you doing?
",['phoebe'],1,0,0,0.0
39994,"- Maybe nobody's tried this.
","['maybe', 'nobody', 'tried']",3,0,0,0.0
39995,"I wish we at least knew his name.
","['wish', 'least', 'knew', 'name']",4,0,0,0.0
39996,"Would you look at that face?
","['would', 'look', 'face']",3,0,0,0.0
39997,"I mean, even sleeping he looks smart.
","['mean', 'even', 'sleeping', 'look', 'smart']",5,2,1,0.2
39998,"I bet he's a lawyer.
","['bet', 'lawyer']",2,0,0,0.0
39999,"Yeah, but did you see the dents
","['yeah', 'see', 'dent']",3,0,1,-0.33
40000,"in his knuckles? That means he's artistic.
","['knuckle', 'mean', 'artistic']",3,1,1,0.0
40001,"Okay. He's a lawyer who teaches
","['okay', 'lawyer', 'teach']",3,0,0,0.0
40002,"sculpting on the side.
","['sculpting', 'side']",2,0,0,0.0
40003,"And he can dance.
",['dance'],1,0,0,0.0
40004,"And he's the kind of guy who,
","['kind', 'guy']",2,0,0,0.0
40005,"when you're talking, he's listening...
","['talking', 'listening']",2,0,0,0.0
40006,"...you know, and not saying,
","['know', 'saying']",2,0,0,0.0
40007,"""Yeah, I understand""...
","['yeah', 'understand']",2,0,0,0.0
40008,"...but wondering what you look like naked.
","['wondering', 'look', 'like', 'naked']",4,1,0,0.25
40009,"- Oh, stop it.
","['oh', 'stop']",2,0,0,0.0
40010,"I wish all guys could be like him.
","['wish', 'guy', 'could', 'like']",4,1,0,0.25
40011,"I know.
",['know'],1,0,0,0.0
40012,"Are there no conscious men
","['conscious', 'men']",2,0,0,0.0
40013,"in the city for you two?
","['city', 'two']",2,0,0,0.0
40014,"- He doesn't have anyone.
",['anyone'],1,0,0,0.0
40015,"- Yeah. We feel kind of responsible.
","['yeah', 'feel', 'kind', 'responsible']",4,0,0,0.0
40016,"I can't believe you said, ""Woo-hoo.""
","['believe', 'said', 'woo', 'hoo']",4,1,0,0.25
40017,"I don't even say, ""Woo-hoo.""
","['even', 'say', 'woo', 'hoo']",4,1,0,0.25
40018,"Oh, she's coming up. She's coming up.
","['oh', 'coming', 'coming']",3,0,0,0.0
40019,"Folks, when we come back...
","['folk', 'come', 'back']",3,0,0,0.0
40020,"...we'll talk about her new book
","['talk', 'new', 'book']",3,0,0,0.0
40021,"Euphoria Unbound...
","['euphoria', 'unbound']",2,2,0,1.0
40022,"...with always-interesting Nora Tyler Bing.
","['always', 'interesting', 'nora', 'tyler', 'bing']",5,1,0,0.2
40023,"Put the kids to bed for this one.
","['put', 'kid', 'bed', 'one']",4,0,0,0.0
40024,"Don't watch this. Weekend at Bernie's
","['watch', 'weekend', 'bernie']",3,0,0,0.0
40025,"is on Showtime and HBO and Cinemex.
","['showtime', 'hbo', 'cinemex']",3,0,0,0.0
40026,"- No way.
",['way'],1,0,0,0.0
40027,"- Come on. She's your mom.
","['come', 'mom']",2,0,0,0.0
40028,"Exactly. Weekend at Bernie's.
","['exactly', 'weekend', 'bernie']",3,0,0,0.0
40029,"Dead guy getting hit
","['dead', 'guy', 'getting', 'hit']",4,0,1,-0.25
40030,"in the groin 20, 30 times.
","['groin', 'time']",2,0,0,0.0
40031,"- No?
",[],0,0,0,
40032,"- Chandler, I gotta tell you...
","['chandler', 'got', 'ta', 'tell']",4,0,0,0.0
40033,"...I love your mom's books.
","['love', 'mom', 'book']",3,1,0,0.33
40034,"I love her books.
","['love', 'book']",2,1,0,0.5
40035,"I cannot get on a plane without one.
","['get', 'plane', 'without', 'one']",4,0,0,0.0
40036,"I mean, this is so cool.
","['mean', 'cool']",2,2,1,0.5
40037,"You wouldn't think it's cool
","['think', 'cool']",2,1,0,0.5
40038,"if you were 11...
",[],0,0,0,
40039,"...and all your friends were passing around
","['friend', 'passing', 'around']",3,0,0,0.0
40040,"page 79 of Mistress Bitch.
","['page', 'mistress', 'bitch']",3,0,2,-0.67
40041,"Come on, Chandler. I love your mom.
","['come', 'chandler', 'love', 'mom']",4,1,0,0.25
40042,"I think she's a blast.
","['think', 'blast']",2,0,0,0.0
40043,"- You can say that. She's not your mom.
","['say', 'mom']",2,0,0,0.0
40044,"ROSS: Oh, please. She's the...
","['ross', 'oh', 'please']",3,1,1,0.0
40045,"RACHEL:
",['rachel'],1,0,0,0.0
40046,"Hi, sweetie.
","['hi', 'sweetie']",2,0,0,0.0
40047,"When did Rigatoni get back from Rome?
","['rigatoni', 'get', 'back', 'rome']",4,0,0,0.0
40048,"- Last night.
","['last', 'night']",2,0,0,0.0
40049,"- Really?
",['really'],1,0,0,0.0
40050,"So then his plane didn't explode
","['plane', 'explode']",2,0,1,-0.5
40051,"in a big ball of fire?
","['big', 'ball', 'fire']",3,0,0,0.0
40052,"Just a dream I had.
",['dream'],1,0,0,0.0
40053,"But, phew.
",['phew'],1,0,0,0.0
40054,"Hey, hey, hey. She's on.
","['hey', 'hey', 'hey']",3,0,0,0.0
40055,"Ah. Nora Bing.
","['ah', 'nora', 'bing']",3,0,0,0.0
40056,"Before we get to the book.
","['get', 'book']",2,0,0,0.0
40057,"What is this about you being arrested
",['arrested'],1,0,0,0.0
40058,"in London? What is that about?
",['london'],1,0,0,0.0
40059,"- Your mom was arrested?
","['mom', 'arrested']",2,0,0,0.0
40060,"- Shh, I'm busy beaming with pride.
","['shh', 'busy', 'beaming', 'pride']",4,1,0,0.25
40061,"This is kind of embarrassing...
","['kind', 'embarrassing']",2,0,1,-0.5
40062,"...but occasionally after
",['occasionally'],1,0,0,0.0
40063,"I've been intimate with a man...
","['intimate', 'man']",2,1,0,0.5
40064,"- Why would she say that's embarrassing?
","['would', 'say', 'embarrassing']",3,0,1,-0.33
40065,"- Shh.
",['shh'],1,0,0,0.0
40066,"- I just get this craving
","['get', 'craving']",2,0,0,0.0
40067,"for Kung Pao chicken.
","['kung', 'pao', 'chicken']",3,0,0,0.0
40068,"That's too much information.
","['much', 'information']",2,0,0,0.0
40069,"So now you're doing this book tour thing.
","['book', 'tour', 'thing']",3,0,0,0.0
40070,"How's that going?
",['going'],1,0,0,0.0
40071,"Oh, fine. I'm leaving
","['oh', 'fine', 'leaving']",3,1,0,0.33
40072,"for New York tomorrow, which I hate.
","['new', 'york', 'tomorrow', 'hate']",4,0,1,-0.25
40073,"But I get to see my son, who I love.
","['get', 'see', 'son', 'love']",4,1,0,0.25
40074,"GROUP:
",['group'],1,0,0,0.0
40075,"Oh.
",['oh'],1,0,0,0.0
40076,"This is the way that I find out.
","['way', 'find']",2,0,0,0.0
40077,"Most moms use the phone.
","['mom', 'use', 'phone']",3,1,1,0.0
40078,"You know, don't take this wrong,
","['know', 'take', 'wrong']",3,0,1,-0.33
40079,"I just don't see you as a mom somehow.
","['see', 'mom', 'somehow']",3,0,0,0.0
40080,"- I don't mean that bad.
","['mean', 'bad']",2,1,2,-0.5
40081,"- Oh, no. I'm a fabulous mom.
","['oh', 'fabulous', 'mom']",3,1,0,0.33
40082,"I bought my son his first condoms.
","['bought', 'son', 'first', 'condom']",4,0,0,0.0
40083,"And then he burst into flames.
","['burst', 'flame']",2,0,0,0.0
40084,"[EKG BEEPING]
","['ekg', 'beeping']",2,0,0,0.0
40085,"MONICA: Let's see. ""Congress is
","['monica', 'let', 'see', 'congress']",4,0,0,0.0
40086,"debating a new deficit-reduction bill.
","['debating', 'new', 'deficit', 'reduction', 'bill']",5,0,0,0.0
40087,"The mayor wants to raise
","['mayor', 'want', 'raise']",3,0,0,0.0
40088,"subway fares again.
","['subway', 'fare']",2,0,0,0.0
40089,"The high today was 45.""
","['high', 'today']",2,0,0,0.0
40090,"And, oh. And teams played sports.
","['oh', 'team', 'played', 'sport']",4,0,0,0.0
40091,"[INAUDIBLE DIALOGUE]
","['inaudible', 'dialogue']",2,0,1,-0.5
40092,"PHOEBE: What about Glen?
","['phoebe', 'glen']",2,0,0,0.0
40093,"MONICA: No.
",['monica'],1,0,0,0.0
40094,"- He could be a Glen.
","['could', 'glen']",2,0,0,0.0
40095,"- Mm-mm. Not special enough.
","['mm', 'mm', 'special', 'enough']",4,1,0,0.25
40096,"Ooh, how about Agamemnon?
","['ooh', 'agamemnon']",2,0,0,0.0
40097,"Way too special.
","['way', 'special']",2,0,0,0.0
40098,"I'm famished. What do I want?
","['famished', 'want']",2,0,1,-0.5
40099,"Please, God, don't let it be
","['please', 'god', 'let']",3,1,1,0.0
40100,"Kung Pao chicken.
","['kung', 'pao', 'chicken']",3,0,0,0.0
40101,"Oh, you watched the show.
","['oh', 'watched', 'show']",3,0,0,0.0
40102,"What did you think?
",['think'],1,0,0,0.0
40103,"Well, I think you need
","['well', 'think', 'need']",3,1,0,0.33
40104,"to come out of your shell just...
","['come', 'shell']",2,0,0,0.0
40105,"What is this dive?
",['dive'],1,0,0,0.0
40106,"- Only you could've picked this place.
","['could', 'picked', 'place']",3,0,0,0.0
40107,"- Oh.
",['oh'],1,0,0,0.0
40108,"Come on. Shut up. It's fun.
","['come', 'shut', 'fun']",3,1,0,0.33
40109,"- Hi.
",['hi'],1,0,0,0.0
40110,"NORA: Give me a hug.
","['nora', 'give', 'hug']",3,1,0,0.33
40111,"- Well, I think we're ready for some tequila.
","['well', 'think', 'ready', 'tequila']",4,2,0,0.5
40112,"- I know I am.
",['know'],1,0,0,0.0
40113,"- Who's doing shots?
",['shot'],1,0,0,0.0
40114,"- Hit me.
",['hit'],1,0,0,0.0
40115,"- I'm in.
",[],0,0,0,
40116,"- There you go. Ross?
","['go', 'ross']",2,0,0,0.0
40117,"Uh, I'm not really a shot-drinking
","['uh', 'really', 'shot', 'drinking']",4,0,0,0.0
40118,"kind of guy.
","['kind', 'guy']",2,0,0,0.0
40119,"Hi. Sorry. Sorry we're late.
","['hi', 'sorry', 'sorry', 'late']",4,0,2,-0.5
40120,"We, uh, kind of just, you know,
","['uh', 'kind', 'know']",3,0,0,0.0
40121,"lost track of time.
","['lost', 'track', 'time']",3,0,1,-0.33
40122,"But a man can change.
","['man', 'change']",2,0,0,0.0
40123,"Anyone want me to appraise anything?
","['anyone', 'want', 'appraise', 'anything']",4,0,0,0.0
40124,"Mrs. Bing, I have to tell you,
","['mr', 'bing', 'tell']",3,0,0,0.0
40125,"I've read everything you've ever written.
","['read', 'everything', 'ever', 'written']",4,0,0,0.0
40126,"No, I mean it.
",['mean'],1,1,1,0.0
40127,"When I read Euphoria at Midnight...
","['read', 'euphoria', 'midnight']",3,1,0,0.33
40128,"...all I wanted to do was become a writer.
","['wanted', 'become', 'writer']",3,0,0,0.0
40129,"Oh, please, honey.
","['oh', 'please', 'honey']",3,1,1,0.0
40130,"If I can do it, anybody can.
",['anybody'],1,0,0,0.0
40131,"You just start with half a dozen
","['start', 'half', 'dozen']",3,0,0,0.0
40132,"European cities...
","['european', 'city']",2,0,0,0.0
40133,"...throw in 30 euphemisms
","['throw', 'euphemism']",2,0,0,0.0
40134,"for male genitalia...
","['male', 'genitalia']",2,0,0,0.0
40135,"...and, bam, you have got yourself
","['bam', 'got']",2,0,0,0.0
40136,"a book.
",['book'],1,0,0,0.0
40137,"My mother, ladies and gentlemen.
","['mother', 'lady', 'gentleman']",3,0,0,0.0
40138,"Yeah, any messages for room 226?
","['yeah', 'message', 'room']",3,0,0,0.0
40139,"- You okay, slugger?
","['okay', 'slugger']",2,0,0,0.0
40140,"- Oh, yeah. I'm fine. I'm fine.
","['oh', 'yeah', 'fine', 'fine']",4,2,0,0.5
40141,"What is with you tonight?
",['tonight'],1,0,0,0.0
40142,"Nothing. Nothing, nothing, nothing.
","['nothing', 'nothing', 'nothing', 'nothing']",4,0,0,0.0
40143,"NORA:
",['nora'],1,0,0,0.0
40144,"Okay, thank you.
","['okay', 'thank']",2,1,0,0.5
40145,"It's the Italian hand-licker, isn't it?
","['italian', 'hand', 'licker']",3,0,0,0.0
40146,"No. It's the one he's licking.
","['one', 'licking']",2,0,0,0.0
40147,"She's supposed to be with you.
",['supposed'],1,0,0,0.0
40148,"You're good.
",['good'],1,1,0,1.0
40149,"Oh, Ross, listen to me. I have sold
","['oh', 'ross', 'listen', 'sold']",4,0,0,0.0
40150,"100 million copies of my books...
","['million', 'copy', 'book']",3,0,0,0.0
40151,"...and you know why?
",['know'],1,0,0,0.0
40152,"The girl on the cover
","['girl', 'cover']",2,0,0,0.0
40153,"with her nipples showing?
","['nipple', 'showing']",2,0,0,0.0
40154,"No, because I know how to write men
","['know', 'write', 'men']",3,0,0,0.0
40155,"that women fall in love with.
","['woman', 'fall', 'love']",3,1,1,0.0
40156,"Believe me, I cannot sell a Paolo.
","['believe', 'sell', 'paolo']",3,0,0,0.0
40157,"People will not turn 325 pages
","['people', 'turn', 'page']",3,0,0,0.0
40158,"for a Paolo.
",['paolo'],1,0,0,0.0
40159,"Come on.
",['come'],1,0,0,0.0
40160,"The guy's a secondary character.
","['guy', 'secondary', 'character']",3,0,0,0.0
40161,"He's just a... You know, a complication
","['know', 'complication']",2,0,1,-0.5
40162,"you eventually kill off.
","['eventually', 'kill']",2,0,1,-0.5
40163,"When?
",[],0,0,0,
40164,"He's not a hero.
",['hero'],1,1,0,1.0
40165,"You know who our hero is?
","['know', 'hero']",2,1,0,0.5
40166,"The guy on the cover
","['guy', 'cover']",2,0,0,0.0
40167,"with his nipples showing?
","['nipple', 'showing']",2,0,0,0.0
40168,"No, it's you.
",[],0,0,0,
40169,"- Please.
",['please'],1,1,1,0.0
40170,"- No, really.
",['really'],1,0,0,0.0
40171,"Come on. You're smart. You're sexy.
","['come', 'smart', 'sexy']",3,2,0,0.67
40172,"- Right.
",['right'],1,1,0,1.0
40173,"- Oh, come on, kiddo.
","['oh', 'come', 'kiddo']",3,0,0,0.0
40174,"You're gonna be fine, believe me.
","['gon', 'na', 'fine', 'believe']",4,1,0,0.25
40175,"Uh-oh.
","['uh', 'oh']",2,0,0,0.0
40176,"Uh, I'll just pee in the street.
","['uh', 'pee', 'street']",3,0,0,0.0
40177,"[KNOCKING ON DOOR]
","['knocking', 'door']",2,0,0,0.0
40178,"Is Chandler here?
",['chandler'],1,0,0,0.0
40179,"- Yeah.
",['yeah'],1,0,0,0.0
40180,"- Wait. Come here.
","['wait', 'come']",2,0,0,0.0
40181,"Okay, uh, about last night...
","['okay', 'uh', 'last', 'night']",4,0,0,0.0
40182,"...um, you know...
","['um', 'know']",2,0,0,0.0
40183,"...Chandler. You didn't tell...
","['chandler', 'tell']",2,0,0,0.0
40184,"Okay, I'm thinking
","['okay', 'thinking']",2,0,0,0.0
40185,"we don't need to tell Chandler.
","['need', 'tell', 'chandler']",3,0,0,0.0
40186,"It was just a kiss. One kiss.
","['kiss', 'one', 'kiss']",3,0,0,0.0
40187,"No big deal, right?
","['big', 'deal', 'right']",3,1,0,0.33
40188,"- Right. No big deal.
","['right', 'big', 'deal']",3,1,0,0.33
40189,"- Okay.
",['okay'],1,0,0,0.0
40190,"In Bizarro-world.
","['bizarro', 'world']",2,0,0,0.0
40191,"You broke the code.
","['broke', 'code']",2,0,1,-0.5
40192,"- What code?
",['code'],1,0,0,0.0
40193,"- You don't kiss your friend's mom.
","['kiss', 'friend', 'mom']",3,0,0,0.0
40194,"Sisters are okay.
","['sister', 'okay']",2,0,0,0.0
40195,"Maybe a hot-looking aunt.
","['maybe', 'hot', 'looking', 'aunt']",4,1,0,0.25
40196,"But not a mom. Never a mom.
","['mom', 'never', 'mom']",3,0,0,0.0
40197,"[ALL SHOUTING]
",['shouting'],1,0,0,0.0
40198,"What are you guys doing out here?
",['guy'],1,0,0,0.0
40199,"Uh, well, Joey and I had discussed getting
","['uh', 'well', 'joey', 'discussed', 'getting']",5,1,0,0.2
40200,"in an early morning racquetball game.
","['early', 'morning', 'racquetball', 'game']",4,0,0,0.0
40201,"But, um,
",['um'],1,0,0,0.0
40202,"apparently somebody overslept.
","['apparently', 'somebody', 'overslept']",3,0,0,0.0
40203,"Yeah, well, you don't have your racquet.
","['yeah', 'well', 'racquet']",3,1,0,0.33
40204,"No. No, I don't,
",[],0,0,0,
40205,"because it's being restrung.
",['restrung'],1,0,0,0.0
40206,"Ahem. Somebody was supposed
","['ahem', 'somebody', 'supposed']",3,0,0,0.0
40207,"to bring me one.
","['bring', 'one']",2,0,0,0.0
40208,"Yeah. Well, you didn't call
","['yeah', 'well', 'call']",3,1,0,0.33
40209,"and leave your grip size.
","['leave', 'grip', 'size']",3,0,0,0.0
40210,"Okay, you guys are spending
","['okay', 'guy', 'spending']",3,0,0,0.0
40211,"way too much time together.
","['way', 'much', 'time', 'together']",4,0,0,0.0
40212,"Okay, I'm scum. I'm scum.
","['okay', 'scum', 'scum']",3,0,2,-0.67
40213,"- Ross, how could you let this happen?
","['ross', 'could', 'let', 'happen']",4,0,0,0.0
40214,"- I don't know.
",['know'],1,0,0,0.0
40215,"Well, it's not like she's a regular mom.
","['well', 'like', 'regular', 'mom']",4,2,0,0.5
40216,"You know? She's sexy. She's...
","['know', 'sexy']",2,1,0,0.5
40217,"You don't think my mom's sexy?
","['think', 'mom', 'sexy']",3,1,0,0.33
40218,"Well, not in the same way.
","['well', 'way']",2,1,0,0.5
40219,"I'll have you know that Gloria Tribbiani...
","['know', 'gloria', 'tribbiani']",3,0,0,0.0
40220,"...was a handsome woman in her day,
","['handsome', 'woman', 'day']",3,1,0,0.33
40221,"all right?
",['right'],1,1,0,1.0
40222,"You think it's easy giving birth
","['think', 'easy', 'giving', 'birth']",4,1,0,0.25
40223,"to seven children?
","['seven', 'child']",2,0,0,0.0
40224,"Huh?
",['huh'],1,0,0,0.0
40225,"Okay, I think we're getting
","['okay', 'think', 'getting']",3,0,0,0.0
40226,"into a weird area here.
","['weird', 'area']",2,0,1,-0.5
40227,"- Aah.
",['aah'],1,0,0,0.0
40228,"- Hey.
",['hey'],1,0,0,0.0
40229,"- Hey.
",['hey'],1,0,0,0.0
40230,"- What are you guys doing out here?
",['guy'],1,0,0,0.0
40231,"Well, ha, ha, not playing racquetball.
","['well', 'ha', 'ha', 'playing', 'racquetball']",5,1,0,0.2
40232,"- He forgot to leave his grip size.
","['forgot', 'leave', 'grip', 'size']",4,0,0,0.0
40233,"- He didn't get the goggles.
","['get', 'goggles']",2,0,0,0.0
40234,"Oh. Right.
","['oh', 'right']",2,1,0,0.5
40235,"Well, sounds like you two have issues.
","['well', 'sound', 'like', 'two', 'issue']",5,2,1,0.2
40236,"Goodbye, baby.
","['goodbye', 'baby']",2,0,0,0.0
40237,"[SPEAKING IN ITALIAN]
","['speaking', 'italian']",2,0,0,0.0
40238,"Do they wait for me to do this?
",['wait'],1,0,0,0.0
40239,"- So are you gonna tell him?
","['gon', 'na', 'tell']",3,0,0,0.0
40240,"- I'm not gonna tell him.
","['gon', 'na', 'tell']",3,0,0,0.0
40241,"- Why would I tell him?
","['would', 'tell']",2,0,0,0.0
40242,"- How about, because if you don't...
",[],0,0,0,
40243,"...his mother might?
","['mother', 'might']",2,0,0,0.0
40244,"- Hmm.
",['hmm'],1,0,0,0.0
40245,"What are you guys doing here?
",['guy'],1,0,0,0.0
40246,"Uh, he's not even wearing a jock strap.
","['uh', 'even', 'wearing', 'jock', 'strap']",5,0,0,0.0
40247,"What did I ask?
",['ask'],1,0,0,0.0
40248,"[EKG BEEPING]
","['ekg', 'beeping']",2,0,0,0.0
40249,"- Hi.
",['hi'],1,0,0,0.0
40250,"- Hi.
",['hi'],1,0,0,0.0
40251,"What are you doing here?
",[],0,0,0,
40252,"Nothing. I just thought
","['nothing', 'thought']",2,0,0,0.0
40253,"I'd stop by, you know, after the, ahem...
","['stop', 'know', 'ahem']",3,0,0,0.0
40254,"That I, you know.
",['know'],1,0,0,0.0
40255,"Um, so, what are you doing here?
",['um'],1,0,0,0.0
40256,"I'm not really here.
",['really'],1,0,0,0.0
40257,"I just thought I'd drop these off
","['thought', 'drop']",2,0,0,0.0
40258,"on the way. My way.
","['way', 'way']",2,0,0,0.0
40259,"Do you, um, come here a lot...
","['um', 'come', 'lot']",3,0,0,0.0
40260,"...without me?
",['without'],1,0,0,0.0
40261,"No, no, no.
",[],0,0,0,
40262,"So, um, do you think he's doing any better
","['um', 'think', 'better']",3,1,0,0.33
40263,"than he was this morning?
",['morning'],1,0,0,0.0
40264,"How would I know? I wasn't here.
","['would', 'know']",2,0,0,0.0
40265,"Really? Not even to,
","['really', 'even']",2,0,0,0.0
40266,"um, change his pajamas?
","['um', 'change', 'pajama']",3,0,0,0.0
40267,"Oh, my God.
","['oh', 'god']",2,0,0,0.0
40268,"You're my friend. I had to tell you.
","['friend', 'tell']",2,0,0,0.0
40269,"I can't believe it.
",['believe'],1,0,0,0.0
40270,"Paolo kissed my mom?
","['paolo', 'kissed', 'mom']",3,0,0,0.0
40271,"Yeah, I mean, I don't know if you noticed,
","['yeah', 'mean', 'know', 'noticed']",4,1,1,0.0
40272,"but he had a lot to drink.
","['lot', 'drink']",2,0,0,0.0
40273,"I mean, you know how he gets
","['mean', 'know', 'get']",3,1,1,0.0
40274,"when he's drunk...
",['drunk'],1,0,1,-1.0
40275,"I can't do this. I did it.
",[],0,0,0,
40276,"It was me. I'm sorry. I kissed your mom.
","['sorry', 'kissed', 'mom']",3,0,1,-0.33
40277,"What?
",[],0,0,0,
40278,"I was really upset about Rachel and Paolo
","['really', 'upset', 'rachel', 'paolo']",4,0,1,-0.25
40279,"and I think I had too much tequila...
","['think', 'much', 'tequila']",3,0,0,0.0
40280,"...and Nora... Mrs. Mom, your Bing, was...
","['nora', 'mr', 'mom', 'bing']",4,0,0,0.0
40281,"She was just being nice, you know?
","['nice', 'know']",2,1,0,0.5
40282,"But nothing happened.
","['nothing', 'happened']",2,0,0,0.0
40283,"Nothing. Ask Joey. Joey came in...
","['nothing', 'ask', 'joey', 'joey', 'came']",5,0,0,0.0
40284,"- You knew about this?
",['knew'],1,0,0,0.0
40285,"- Uh...
",['uh'],1,0,0,0.0
40286,"You know, knowledge is a tricky thing.
","['know', 'knowledge', 'tricky', 'thing']",4,0,1,-0.25
40287,"I spent the entire day with you.
","['spent', 'entire', 'day']",3,0,0,0.0
40288,"Why didn't you tell me?
",['tell'],1,0,0,0.0
40289,"Hey, hey. You're lucky
","['hey', 'hey', 'lucky']",3,1,0,0.33
40290,"I caught them when I did...
",['caught'],1,0,0,0.0
40291,"...or else who knows
","['else', 'know']",2,0,0,0.0
40292,"what would've happened?
","['would', 'happened']",2,0,0,0.0
40293,"Thanks, man. Big help.
","['thanks', 'man', 'big', 'help']",4,0,0,0.0
40294,"I can't believe this.
",['believe'],1,0,0,0.0
40295,"What the hell were you thinking?
","['hell', 'thinking']",2,0,1,-0.5
40296,"I wasn't. I don't know. I...
",['know'],1,0,0,0.0
40297,"Of all my friends, no one knows the crap
","['friend', 'one', 'know', 'crap']",4,0,1,-0.25
40298,"I go through with my mom more than you.
","['go', 'mom']",2,0,0,0.0
40299,"- I know.
",['know'],1,0,0,0.0
40300,"- I can't believe you did this.
",['believe'],1,0,0,0.0
40301,"- Me neither.
",['neither'],1,0,0,0.0
40302,"- I'm mad at you for not telling me.
","['mad', 'telling']",2,0,1,-0.5
40303,"- What are you mad at me...?
",['mad'],1,0,1,-1.0
40304,"- Let me slam the door.
","['let', 'slam', 'door']",3,0,0,0.0
40305,"Chandler, I didn't kiss her. He did.
","['chandler', 'kiss']",2,0,0,0.0
40306,"See what happens
","['see', 'happens']",2,0,0,0.0
40307,"when you break the code?
","['break', 'code']",2,0,1,-0.5
40308,"- Joey.
",['joey'],1,0,0,0.0
40309,"- Aah! Uh.
","['aah', 'uh']",2,0,0,0.0
40310,"- Rach.
",['rach'],1,0,0,0.0
40311,"- Hey.
",['hey'],1,0,0,0.0
40312,"""A Woman Undone.
","['woman', 'undone']",2,0,1,-0.5
40313,"By Rachel Karen Green.""
","['rachel', 'karen', 'green']",3,0,0,0.0
40314,"Yeah, I thought I'd give it a shot.
","['yeah', 'thought', 'give', 'shot']",4,0,0,0.0
40315,"I'm still on the first chapter.
","['still', 'first', 'chapter']",3,1,1,0.0
40316,"Now, do you think his ""love stick""
","['think', 'love', 'stick']",3,1,0,0.33
40317,"can be ""liberated from its denim prison""?
","['liberated', 'denim', 'prison']",3,0,1,-0.33
40318,"Yeah, I'd say so.
","['yeah', 'say']",2,0,0,0.0
40319,"And there's no ""J"" in ""engorged.""
","['j', 'engorged']",2,0,0,0.0
40320,"- Hey, Rach.
","['hey', 'rach']",2,0,0,0.0
40321,"- Hey.
",['hey'],1,0,0,0.0
40322,"- Hello.
",['hello'],1,0,0,0.0
40323,"- Hello.
",['hello'],1,0,0,0.0
40324,"- You going to the hospital tonight?
","['going', 'hospital', 'tonight']",3,0,0,0.0
40325,"- No. You?
",[],0,0,0,
40326,"No. You?
",[],0,0,0,
40327,"You just asked me.
",['asked'],1,0,0,0.0
40328,"Okay, maybe it was a trick question.
","['okay', 'maybe', 'trick', 'question']",4,0,1,-0.25
40329,"- Um, Rachel, can we do this now?
","['um', 'rachel']",2,0,0,0.0
40330,"- Okay.
",['okay'],1,0,0,0.0
40331,"I am so hot.
",['hot'],1,1,0,1.0
40332,"And here's a picture of my mother
","['picture', 'mother']",2,0,0,0.0
40333,"and father on their wedding day.
","['father', 'wedding', 'day']",3,0,0,0.0
40334,"Now, you tell me she's not a knockout.
","['tell', 'knockout']",2,0,0,0.0
40335,"I cannot believe
",['believe'],1,0,0,0.0
40336,"we're having this conversation.
",['conversation'],1,0,0,0.0
40337,"Come on, just try to picture her
","['come', 'try', 'picture']",3,0,0,0.0
